"NFGOVCOFOG_FUNCTION","Overheidsfunctie","NFGOVCOFOG_ITEM","Item","NFGOVCOFOG_SECTOR","Institutionele sector","FREQUENCY","Frequentie","TIME","Periode","Value","Flag Codes","Flags"
"F03_6","03.6 Openbare orde en veiligheid n.e.g.","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1300","Totale overheid","A","Jaarlijks","2017","2017",37.3,,
"F04","04 Economische zaken","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P31","Individuele consumptieve bestedingen (P.31)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F04_8","04.8 O&O op het gebied van economische zaken","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0.2,,
"F01_2","01.2 Economische hulp aan het buitenland","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F04_8","04.8 O&O op het gebied van economische zaken","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",1,,
"F07_2","07.2 Extramurale gezondheidszorg","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1300","Totale overheid","A","Jaarlijks","2017","2017",11092.9,,
"F10_1","10.1 Ziekte en arbeidsongeschiktheid","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0.9,,
"F06_3","06.3 Watervoorziening","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F07","07 Gezondheid","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F03_3","03.3 Rechtspraak","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F04_3","04.3 Brandstoffen en energie","P31","Individuele consumptieve bestedingen (P.31)","S1311","Federale overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F01_1","01.1 Wetgevende en uitvoerende organen, financiële en fiscale zaken, buitenlandse zaken","P31","Individuele consumptieve bestedingen (P.31)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F01_5","01.5 O&O op het gebied van algemeen overheidsbestuur","P5","Bruto-investeringen (P.5) en het saldo aan- en verkopen van niet-geproduceerde activa (NP)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0.9,,
"F05_3","05.3 Bestrijding van milieuvervuiling","P32","Collectieve consumptieve bestedingen (P.32)","S1300","Totale overheid","A","Jaarlijks","2017","2017",234.5,,
"F02_4","02.4 O&O op het gebied van defensie","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F01","01 Algemeen bestuur","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F06_2","06.2 Samenlevingsopbouwwerk","P31","Individuele consumptieve bestedingen (P.31)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F01_8","01.8 Overdrachten van algemene aard tussen verschillende bestuursniveaus","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F02_5","02.5 Defensie, n.e.g.","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F03_6","03.6 Openbare orde en veiligheid n.e.g.","P5","Bruto-investeringen (P.5) en het saldo aan- en verkopen van niet-geproduceerde activa (NP)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0.1,,
"F04_7","04.7 Andere industrietakken","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P32","Collectieve consumptieve bestedingen (P.32)","S1311","Federale overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F07_5","07.5 O&O op het gebied van de gezondheidszorg","P32","Collectieve consumptieve bestedingen (P.32)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",50.9,,
"F03_3","03.3 Rechtspraak","P32","Collectieve consumptieve bestedingen (P.32)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",1.5,,
"F09_8","09.8 Onderwijs n.e.g.","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0.9,,
"F10_6","10.6 Huisvesting","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1300","Totale overheid","A","Jaarlijks","2017","2017",65.3,,
"F09_2","09.2 Secundair onderwijs","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F07_5","07.5 O&O op het gebied van de gezondheidszorg","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_7","09.7 O&O op het gebied van onderwijs","P32","Collectieve consumptieve bestedingen (P.32)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F10_4","10.4 Gezin en kinderen","P32","Collectieve consumptieve bestedingen (P.32)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F05_3","05.3 Bestrijding van milieuvervuiling","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F10_9","10.9 Sociale bescherming, n.e.g.","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F04_7","04.7 Andere industrietakken","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"TOT","Totaal","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1300","Totale overheid","A","Jaarlijks","2017","2017",34832.1,,
"F04_5","04.5 Vervoer","P31","Individuele consumptieve bestedingen (P.31)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F02","02 Defensie","P32","Collectieve consumptieve bestedingen (P.32)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F04_9","04.9 Economische zaken n.e.g.","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0.4,,
"F03_5","03.5 O&O op het gebied van openbare orde en veiligheid","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1300","Totale overheid","A","Jaarlijks","2017","2017",1.6,,
"F01_2","01.2 Economische hulp aan het buitenland","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F07_6","07.6 Gezondheid n.e.g.","P31","Individuele consumptieve bestedingen (P.31)","S1300","Totale overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F05_2","05.2 Afvalwaterbeheer","P32","Collectieve consumptieve bestedingen (P.32)","S1300","Totale overheid","A","Jaarlijks","2017","2017",-44.9,,
"F01_2","01.2 Economische hulp aan het buitenland","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F07_1","07.1 Medische producten, apparaten en toestellen","P5","Bruto-investeringen (P.5) en het saldo aan- en verkopen van niet-geproduceerde activa (NP)","S1300","Totale overheid","A","Jaarlijks","2017","2017",2.1,,
"F02_3","02.3 Militaire hulp aan het buitenland","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0.1,,
"F09","09 Onderwijs","P31","Individuele consumptieve bestedingen (P.31)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",20058,,
"F06_3","06.3 Watervoorziening","P32","Collectieve consumptieve bestedingen (P.32)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0.4,,
"F04_9","04.9 Economische zaken n.e.g.","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F08_2","08.2 Diensten op het gebied van cultuur","P5","Bruto-investeringen (P.5) en het saldo aan- en verkopen van niet-geproduceerde activa (NP)","S1311","Federale overheid","A","Jaarlijks","2017","2017",6.1,,
"F05_5","05.5 O&O op het gebied van milieubescherming","P5","Bruto-investeringen (P.5) en het saldo aan- en verkopen van niet-geproduceerde activa (NP)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F04_6","04.6 Communicatie","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F04","04 Economische zaken","P5","Bruto-investeringen (P.5) en het saldo aan- en verkopen van niet-geproduceerde activa (NP)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",1850.6,,
"F09_4","09.4 Tertiair onderwijs","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1300","Totale overheid","A","Jaarlijks","2017","2017",3.3,,
"F05_4","05.4 Bescherming van de biodiversiteit en het landschap","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F07_6","07.6 Gezondheid n.e.g.","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",25.3,,
"F03_4","03.4 Gevangeniswezen","P31","Individuele consumptieve bestedingen (P.31)","S1311","Federale overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F01_1","01.1 Wetgevende en uitvoerende organen, financiële en fiscale zaken, buitenlandse zaken","P32","Collectieve consumptieve bestedingen (P.32)","S1311","Federale overheid","A","Jaarlijks","2017","2017",2075.9,,
"F06_5","06.5 O&O op het gebied van huisvesting en gemeenschapsvoorzieningen","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F04_4","04.4 Mijnbouw, industrie en bouwnijverheid","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F06_6","06.6 Huisvesting en gemeenschapsvoorzieningen n.e.g.","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F08","08 Recreatie, cultuur en religie","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0.9,,
"F10_9","10.9 Sociale bescherming, n.e.g.","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F04_9","04.9 Economische zaken n.e.g.","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",22,,
"F09_6","09.6 Onderwijsondersteunende diensten","P5","Bruto-investeringen (P.5) en het saldo aan- en verkopen van niet-geproduceerde activa (NP)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F02_4","02.4 O&O op het gebied van defensie","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F04_1","04.1 Algemene economische, handels- en arbeidsmarktaangelegenheden","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",245.7,,
"F01_5","01.5 O&O op het gebied van algemeen overheidsbestuur","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F05_2","05.2 Afvalwaterbeheer","P31","Individuele consumptieve bestedingen (P.31)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F10_6","10.6 Huisvesting","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",3.3,,
"F09_7","09.7 O&O op het gebied van onderwijs","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F10_4","10.4 Gezin en kinderen","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F08_2","08.2 Diensten op het gebied van cultuur","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",3.4,,
"F10_4","10.4 Gezin en kinderen","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0.2,,
"F03_1","03.1 Politiediensten","P31","Individuele consumptieve bestedingen (P.31)","S1300","Totale overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F02_1","02.1 Militaire defensie","P31","Individuele consumptieve bestedingen (P.31)","S1311","Federale overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F06","06 Huisvesting en gemeenschapsvoorzieningen","P31","Individuele consumptieve bestedingen (P.31)","S1300","Totale overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F03_6","03.6 Openbare orde en veiligheid n.e.g.","P32","Collectieve consumptieve bestedingen (P.32)","S1300","Totale overheid","A","Jaarlijks","2017","2017",360.6,,
"F03","03 Openbare orde en veiligheid","P31","Individuele consumptieve bestedingen (P.31)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F10_3","10.3 Nabestaanden","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F04_7","04.7 Andere industrietakken","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",5.5,,
"F02_2","02.2 Civiele defensie","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F02_5","02.5 Defensie, n.e.g.","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F10_3","10.3 Nabestaanden","P31","Individuele consumptieve bestedingen (P.31)","S1300","Totale overheid","A","Jaarlijks","2017","2017",20.6,,
"F05_3","05.3 Bestrijding van milieuvervuiling","P5","Bruto-investeringen (P.5) en het saldo aan- en verkopen van niet-geproduceerde activa (NP)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",52,,
"F01","01 Algemeen bestuur","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",2170.9,,
"F07_2","07.2 Extramurale gezondheidszorg","P31","Individuele consumptieve bestedingen (P.31)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",11467.1,,
"F01_2","01.2 Economische hulp aan het buitenland","P5","Bruto-investeringen (P.5) en het saldo aan- en verkopen van niet-geproduceerde activa (NP)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0.1,,
"F01_8","01.8 Overdrachten van algemene aard tussen verschillende bestuursniveaus","P5","Bruto-investeringen (P.5) en het saldo aan- en verkopen van niet-geproduceerde activa (NP)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F03_1","03.1 Politiediensten","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F02_1","02.1 Militaire defensie","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1300","Totale overheid","A","Jaarlijks","2017","2017",38.1,,
"F05_6","05.6 Milieubescherming n.e.g.","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F06_5","06.5 O&O op het gebied van huisvesting en gemeenschapsvoorzieningen","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F08_3","08.3 Diensten van omroepen en uitgeverijen","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",53.4,,
"F05_6","05.6 Milieubescherming n.e.g.","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F06_6","06.6 Huisvesting en gemeenschapsvoorzieningen n.e.g.","P31","Individuele consumptieve bestedingen (P.31)","S1300","Totale overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F04_5","04.5 Vervoer","P32","Collectieve consumptieve bestedingen (P.32)","S1300","Totale overheid","A","Jaarlijks","2017","2017",6380.4,,
"F05_1","05.1 Afvalbeheer","P31","Individuele consumptieve bestedingen (P.31)","S1311","Federale overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F03","03 Openbare orde en veiligheid","P32","Collectieve consumptieve bestedingen (P.32)","S1311","Federale overheid","A","Jaarlijks","2017","2017",3414.6,,
"F03_6","03.6 Openbare orde en veiligheid n.e.g.","P31","Individuele consumptieve bestedingen (P.31)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F01_3","01.3 Algemene dienstverlening","P32","Collectieve consumptieve bestedingen (P.32)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",3064.9,,
"F05","05 Milieubescherming","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F03_5","03.5 O&O op het gebied van openbare orde en veiligheid","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F01_8","01.8 Overdrachten van algemene aard tussen verschillende bestuursniveaus","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_6","01.6 Algemeen overheidsbestuur n.e.g.","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1300","Totale overheid","A","Jaarlijks","2017","2017",24.9,,
"F06_2","06.2 Samenlevingsopbouwwerk","P5","Bruto-investeringen (P.5) en het saldo aan- en verkopen van niet-geproduceerde activa (NP)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0.7,,
"F05_5","05.5 O&O op het gebied van milieubescherming","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F04_7","04.7 Andere industrietakken","P5","Bruto-investeringen (P.5) en het saldo aan- en verkopen van niet-geproduceerde activa (NP)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F08_2","08.2 Diensten op het gebied van cultuur","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F09_1","09.1 Kleuter- en primair onderwijs","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F10_8","10.8 O&O op het gebied van sociale bescherming","P32","Collectieve consumptieve bestedingen (P.32)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0.8,,
"F07_3","07.3 Diensten van ziekenhuizen","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1311","Federale overheid","A","Jaarlijks","2017","2017",11.2,,
"F09_5","09.5 Onderwijs dat niet naar niveau kan worden ingedeeld","P32","Collectieve consumptieve bestedingen (P.32)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F10_2","10.2 Ouderdom","P32","Collectieve consumptieve bestedingen (P.32)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F05_5","05.5 O&O op het gebied van milieubescherming","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F06_4","06.4 Straatverlichting","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F10_8","10.8 O&O op het gebied van sociale bescherming","P31","Individuele consumptieve bestedingen (P.31)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F08","08 Recreatie, cultuur en religie","P32","Collectieve consumptieve bestedingen (P.32)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F08_6","08.6 Recreatie, cultuur en religie n.e.g.","P32","Collectieve consumptieve bestedingen (P.32)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_8","09.8 Onderwijs n.e.g.","P5","Bruto-investeringen (P.5) en het saldo aan- en verkopen van niet-geproduceerde activa (NP)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F10_5","10.5 Werkloosheid","P5","Bruto-investeringen (P.5) en het saldo aan- en verkopen van niet-geproduceerde activa (NP)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F10_1","10.1 Ziekte en arbeidsongeschiktheid","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",748.6,,
"F10_7","10.7 Sociale uitsluiting n.e.g.","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",53.1,,
"F09_4","09.4 Tertiair onderwijs","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"TOT","Totaal","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1300","Totale overheid","A","Jaarlijks","2017","2017",75108.7,,
"F10_7","10.7 Sociale uitsluiting n.e.g.","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1300","Totale overheid","A","Jaarlijks","2017","2017",645.2,,
"F08_6","08.6 Recreatie, cultuur en religie n.e.g.","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F08_6","08.6 Recreatie, cultuur en religie n.e.g.","P31","Individuele consumptieve bestedingen (P.31)","S1300","Totale overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F09_6","09.6 Onderwijsondersteunende diensten","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_7","09.7 O&O op het gebied van onderwijs","P31","Individuele consumptieve bestedingen (P.31)","S1300","Totale overheid","A","Jaarlijks","2017","2017",,"M","Ontbrekend"
"F04_4","04.4 Mijnbouw, industrie en bouwnijverheid","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F03_2","03.2 Brandweer","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",75.7,,
"F05_2","05.2 Afvalwaterbeheer","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F10_6","10.6 Huisvesting","P31","Individuele consumptieve bestedingen (P.31)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",185.4,,
"F02","02 Defensie","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F02_5","02.5 Defensie, n.e.g.","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F01_1","01.1 Wetgevende en uitvoerende organen, financiële en fiscale zaken, buitenlandse zaken","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1311","Federale overheid","A","Jaarlijks","2017","2017",374.6,,
"F06_3","06.3 Watervoorziening","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F05_2","05.2 Afvalwaterbeheer","P5_P51G","Bruto-investeringen (P.5), waarvan Bruto-investeringen in vaste activa (P.51g)","S1300","Totale overheid","A","Jaarlijks","2017","2017",134.1,,
"F04","04 Economische zaken","D632","Betaalde sociale overdrachten in natura — aangekochte marktproducten (D.632)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_7","09.7 O&O op het gebied van onderwijs","D62","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) (D.62)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F08_5","08.5 O&O op het gebied van recreatie, cultuur en godsdienst","P5_NP","Saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (NP)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
